,feature_combination,best_n_neighbors,best_cv_score
3223,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0')",20,0.7908375682288726
3224,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'sex')",10,0.7815698391785348
3225,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'age')",38,0.7703847563572963
3226,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0', 'sex')",20,0.787742518351214
3227,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0', 'age')",18,0.7956886881234707
3228,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'sex', 'age')",14,0.7947079007948574
3229,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0', 'sex')",16,0.8005836627140974
3230,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0', 'age')",18,0.787120082815735
3231,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0', 'sex', 'age')",36,0.7754329004329004
3232,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'cp_3.0', 'sex', 'age')",18,0.8091505885418927
3233,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0')",18,0.8205782188825668
3234,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'sex')",40,0.7875804630152456
3235,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'age')",28,0.7957762489227019
3236,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'cp_3.0', 'sex')",30,0.8119036325992848
3237,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'cp_3.0', 'age')",20,0.8153754940711462
3238,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'sex', 'age')",38,0.7927611518915867
3239,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_2.0', 'cp_3.0', 'sex')",32,0.8132211556559383
3240,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_2.0', 'cp_3.0', 'age')",14,0.8182715979672501
3241,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_2.0', 'sex', 'age')",38,0.7936881234707323
3242,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'cp_3.0', 'sex', 'age')",16,0.8048562017692452
3243,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",16,0.8041437982307548
3244,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",2,0.7967001674238701
3245,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0', 'sex', 'age')",2,0.7754354727398205
3246,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'cp_3.0', 'sex', 'age')",2,0.7993956288034249
3247,"('thal_3.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_2.0', 'cp_3.0', 'sex', 'age')",14,0.798351966873706
3248,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0')",26,0.8162055335968379
3249,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'sex')",28,0.7904481460568417
3250,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'age')",28,0.797485413137587
3251,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'sex')",38,0.8207792207792208
3252,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'age')",34,0.8145115753811407
3253,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'sex', 'age')",40,0.7997942781855826
3254,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'sex')",34,0.8241859589685676
3255,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'age')",6,0.8201235962105529
3256,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_2.0', 'sex', 'age')",10,0.8026145700218927
3257,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'cp_3.0', 'sex', 'age')",34,0.830403162055336
3258,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",22,0.804523244871071
3259,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",6,0.8017047043133999
3260,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0', 'sex', 'age')",14,0.7788319613262404
3261,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'cp_3.0', 'sex', 'age')",14,0.8180171277997366
3262,"('thal_3.0', 'thal_7.0', 'ca', 'thalach', 'slope_2.0', 'cp_3.0', 'sex', 'age')",14,0.8139657444005269
3263,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",4,0.8084565382671975
3264,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",12,0.8111888111888111
3265,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0', 'sex', 'age')",6,0.7913366633366633
3266,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'cp_3.0', 'sex', 'age')",20,0.8056655373611896
3267,"('thal_3.0', 'thal_7.0', 'ca', 'exang', 'slope_2.0', 'cp_3.0', 'sex', 'age')",40,0.8103466967814794
3268,"('thal_3.0', 'thal_7.0', 'ca', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",20,0.8006903820816864
3269,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0')",12,0.7949166775253732
3270,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'sex')",6,0.7811685769946639
3271,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'age')",38,0.7908432147562582
3272,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'sex')",16,0.7809501368197022
3273,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'age')",20,0.7990429136081311
3274,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'sex', 'age')",6,0.7711086205149174
3275,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'sex')",36,0.7830323734236778
3276,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'age')",24,0.7986166007905139
3277,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'sex', 'age')",40,0.7700805716023107
3278,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'cp_3.0', 'sex', 'age')",38,0.7856167890080934
3279,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",14,0.7848703180877095
3280,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",30,0.7612990777338603
3281,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'sex', 'age')",34,0.7518505552418595
3282,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0', 'sex', 'age')",14,0.7722657342657343
3283,"('thal_3.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0', 'sex', 'age')",12,0.7864426877470356
3284,"('thal_3.0', 'thal_7.0', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",34,0.8051385281385282
3285,"('thal_3.0', 'thal_7.0', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",38,0.8047008331104439
3286,"('thal_3.0', 'thal_7.0', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'sex', 'age')",6,0.7812735090995961
3287,"('thal_3.0', 'thal_7.0', 'oldpeak', 'exang', 'slope_1.0', 'cp_3.0', 'sex', 'age')",24,0.7942845849802372
3288,"('thal_3.0', 'thal_7.0', 'oldpeak', 'exang', 'slope_2.0', 'cp_3.0', 'sex', 'age')",38,0.8004519104084322
3289,"('thal_3.0', 'thal_7.0', 'oldpeak', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",34,0.7945352618396098
3290,"('thal_3.0', 'thal_7.0', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",30,0.7762516469038209
3291,"('thal_3.0', 'thal_7.0', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",14,0.7899383225470182
3292,"('thal_3.0', 'thal_7.0', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'sex', 'age')",8,0.7683263831684883
3293,"('thal_3.0', 'thal_7.0', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'sex', 'age')",30,0.7831027667984191
3294,"('thal_3.0', 'thal_7.0', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'sex', 'age')",8,0.7787712287712288
3295,"('thal_3.0', 'thal_7.0', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",8,0.777914795349578
3296,"('thal_3.0', 'thal_7.0', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",18,0.7929897525984483
3297,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0')",18,0.7962903305695068
3298,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'sex')",22,0.8042236024844721
3299,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'age')",14,0.7956303802985725
3300,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'sex')",22,0.7906404846107363
3301,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'age')",14,0.7887955065529437
3302,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'sex', 'age')",38,0.7972462282187682
3303,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'sex')",28,0.7859617918313571
3304,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'age')",12,0.7990626764539808
3305,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'sex', 'age')",4,0.7908643964730921
3306,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'exang', 'cp_3.0', 'sex', 'age')",28,0.8000487879778498
3307,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",24,0.8123244871070957
3308,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",18,0.792360099854379
3309,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'sex', 'age')",38,0.7969466089466088
3310,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0', 'sex', 'age')",34,0.8210798621668187
3311,"('thal_3.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0', 'sex', 'age')",38,0.8215393061045235
3312,"('thal_3.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",30,0.7978246010282624
3313,"('thal_3.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",12,0.7964412447455926
3314,"('thal_3.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'sex', 'age')",6,0.7877748984870425
3315,"('thal_3.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'cp_3.0', 'sex', 'age')",20,0.7982476943346508
3316,"('thal_3.0', 'ca', 'oldpeak', 'exang', 'slope_2.0', 'cp_3.0', 'sex', 'age')",18,0.7988423132931143
3317,"('thal_3.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",32,0.8219074960127593
3318,"('thal_3.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",28,0.7926905702992659
3319,"('thal_3.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",38,0.7873161379683118
3320,"('thal_3.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'sex', 'age')",22,0.7999405628696247
3321,"('thal_3.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'sex', 'age')",38,0.7957933370976848
3322,"('thal_3.0', 'ca', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'sex', 'age')",12,0.7895848965848966
3323,"('thal_3.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",32,0.8139748923845034
3324,"('thal_3.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",24,0.797703557312253
3325,"('thal_3.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",26,0.7861351402220967
3326,"('thal_3.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",10,0.7575792034052904
3327,"('thal_3.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'sex', 'age')",14,0.7737489573736713
3328,"('thal_3.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'sex', 'age')",38,0.7939158667419537
3329,"('thal_3.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'sex', 'age')",34,0.7987126908179539
3330,"('thal_3.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",30,0.7935615688659167
3331,"('thal_3.0', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",6,0.7840315079445515
3332,"('thal_3.0', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",34,0.7940019030888597
3333,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0')",4,0.8037856346551997
3334,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'cp_3.0')",34,0.8124657493536211
3335,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'sex')",30,0.8146969696969697
3336,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'age')",38,0.8225743541990683
3337,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'cp_3.0')",34,0.8035131801836608
3338,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'sex')",30,0.8095335340987516
3339,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'age')",36,0.8302321350147437
3340,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'cp_3.0', 'sex')",40,0.8060303426550567
3341,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'cp_3.0', 'age')",4,0.7982126569083091
3342,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'exang', 'sex', 'age')",24,0.8097851347736931
3343,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0')",24,0.7799692412850308
3344,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'sex')",30,0.825525127046866
3345,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'age')",24,0.7864960160612335
3346,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0', 'sex')",28,0.8157575757575758
3347,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0', 'age')",36,0.776634124837786
3348,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_1.0', 'sex', 'age')",40,0.8265871529944757
3349,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0', 'sex')",34,0.8059432672590567
3350,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0', 'age')",32,0.7733139667350193
3351,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'slope_2.0', 'sex', 'age')",40,0.8084486248559475
3352,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'thalach', 'cp_3.0', 'sex', 'age')",34,0.8148861664651138
3353,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0')",12,0.7869266380708029
3354,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'sex')",16,0.8027685320019418
3355,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'age')",12,0.8147060668799799
3356,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'cp_3.0', 'sex')",32,0.8018043626853695
3357,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'cp_3.0', 'age')",32,0.797471247288181
3358,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_1.0', 'sex', 'age')",40,0.8078773019505284
3359,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_2.0', 'cp_3.0', 'sex')",24,0.7981059863096477
3360,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_2.0', 'cp_3.0', 'age')",4,0.795859234163582
3361,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'slope_2.0', 'sex', 'age')",38,0.8014585376484689
3362,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'exang', 'cp_3.0', 'sex', 'age')",38,0.8050637958532697
3363,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",14,0.8043675889328064
3364,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",8,0.7835785058930839
3365,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'slope_2.0', 'sex', 'age')",36,0.8053977664847229
3366,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_1.0', 'cp_3.0', 'sex', 'age')",38,0.8141381517033691
3367,"('cp_4.0', 'thal_7.0', 'ca', 'oldpeak', 'slope_2.0', 'cp_3.0', 'sex', 'age')",34,0.8014730898392226
3368,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0')",24,0.7946302515181234
3369,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'sex')",20,0.8056587615283268
3370,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'age')",30,0.8091181511089978
3371,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'sex')",28,0.8188311688311689
3372,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'age')",6,0.798974025974026
3373,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_1.0', 'sex', 'age')",38,0.8146922642574816
3374,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'sex')",28,0.8233549783549783
3375,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'age')",32,0.8017746936511237
3376,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'slope_2.0', 'sex', 'age')",36,0.8071767363071711
3377,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'exang', 'cp_3.0', 'sex', 'age')",18,0.8095303971390928
3378,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",16,0.7875329529356989
3379,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",6,0.7705454545454546
3380,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'slope_2.0', 'sex', 'age')",14,0.7886075663466967
3381,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'slope_1.0', 'cp_3.0', 'sex', 'age')",30,0.792900432900433
3382,"('cp_4.0', 'thal_7.0', 'ca', 'thalach', 'slope_2.0', 'cp_3.0', 'sex', 'age')",26,0.7837662337662339
3383,"('cp_4.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",34,0.8178205394910201
3384,"('cp_4.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",8,0.7965795846665412
3385,"('cp_4.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'slope_2.0', 'sex', 'age')",10,0.8128289102202146
3386,"('cp_4.0', 'thal_7.0', 'ca', 'exang', 'slope_1.0', 'cp_3.0', 'sex', 'age')",22,0.8054436867480346
3387,"('cp_4.0', 'thal_7.0', 'ca', 'exang', 'slope_2.0', 'cp_3.0', 'sex', 'age')",20,0.8143960677004154
3388,"('cp_4.0', 'thal_7.0', 'ca', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",38,0.7951446090141743
3389,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0')",12,0.7629361942405422
3390,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'sex')",6,0.8082801256714299
3391,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'age')",8,0.783514963297572
3392,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'sex')",32,0.805655938264634
3393,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'age')",38,0.7872893696692324
3394,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_1.0', 'sex', 'age')",36,0.8046094485224919
3395,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'sex')",30,0.8032044042913608
3396,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'age')",30,0.7871335453257651
3397,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'slope_2.0', 'sex', 'age')",38,0.804905891210239
3398,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'exang', 'cp_3.0', 'sex', 'age')",8,0.7770462946664319
3399,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",34,0.7775411255411255
3400,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",14,0.7744012107055586
3401,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'slope_2.0', 'sex', 'age')",14,0.7961396574440054
3402,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_1.0', 'cp_3.0', 'sex', 'age')",26,0.7930654204681665
3403,"('cp_4.0', 'thal_7.0', 'oldpeak', 'thalach', 'slope_2.0', 'cp_3.0', 'sex', 'age')",28,0.7849214340198322
3404,"('cp_4.0', 'thal_7.0', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",32,0.7961287987374944
3405,"('cp_4.0', 'thal_7.0', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",36,0.7688350322446432
3406,"('cp_4.0', 'thal_7.0', 'oldpeak', 'exang', 'slope_1.0', 'slope_2.0', 'sex', 'age')",34,0.7935178132317721
3407,"('cp_4.0', 'thal_7.0', 'oldpeak', 'exang', 'slope_1.0', 'cp_3.0', 'sex', 'age')",10,0.7939980920850487
3408,"('cp_4.0', 'thal_7.0', 'oldpeak', 'exang', 'slope_2.0', 'cp_3.0', 'sex', 'age')",24,0.7845612434857286
3409,"('cp_4.0', 'thal_7.0', 'oldpeak', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex', 'age')",28,0.795491030708422
3410,"('cp_4.0', 'thal_7.0', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'sex')",28,0.7791767363071711
3411,"('cp_4.0', 'thal_7.0', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'cp_3.0', 'age')",8,0.7659760072117051
3412,"('cp_4.0', 'thal_7.0', 'thalach', 'exang', 'slope_1.0', 'slope_2.0', 'sex', 'age')",38,0.7916869629226608
3413,"('cp_4.0', 'thal_7.0', 'thalach', 'exang', 'slope_1.0', 'cp_3.0', 'sex', 'age')",8,0.7883351431177519
3414,"('cp_4.0', 'thal_7.0', 'thalach', 'exang', 'slope_2.0', 'cp_3.0', 'sex', 'age')",8,0.7832867286963398
